,sentiment,content
29857,neutral,oooh yeaah fooood time I've found my seat at this bbq right in front of the food  hahaa
29858,empty,So my coworker/friend told me the manager who sent me home is afraid she's in trouble for sending me home haha. Dumb bitch
29859,sadness,"Work, work, work and why did I get so tired all of a sudden. @PaulAros , nicole told me you say 'Hi' aww she was so enthusiastic  hi paul"
29860,neutral,@avenueofthearts My Pleasure
29861,neutral,Early Mother's Day dinner with the @AaronBishop family
29862,happiness,@iampritty Oh! Outside? Glad to see you didn't melt!!
29863,love,@h0ney_ I had curry shrimp yesterday lol I love seafood
29864,happiness,@harmonymatters Cool I'm glad.I will save some tea for you
29865,worry,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.
29866,happiness,@tanahuffman Same here  Mmmm... Macrina Bakery.
29867,hate,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!
29868,worry,@diana_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs
29869,neutral,0
29870,surprise,@jaystokes4 lol oh ok..well n that case..thank u
29871,surprise,"@collegiate Wowzer! Deep stuff there, but CIS will probably give you more earning potential."
29872,happiness,So @jtimberlake is on SNL tonight! it's going to be a HILARIOUS
29873,love,@TuCheInvoco thank you
29874,worry,@barnaby3 Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you
29875,fun,"just got back from hangin with the bestie at the pool, soo nice"
29876,happiness,@BrokePimpStyles Yep Yep! I plan to do nothing  That is bliss to me!
29877,love,At dinner with an amazing person i like to call Mom
29878,love,really fun day  gahhh i want my new phone this razr is killin me
29879,neutral,took a nap at the beach...
29880,worry,clean up day was awesome  portuguese feast was EHHH. lol rain is icky and thunder;lightning is scary
29881,worry,@MissLaniSasha lmfao!!! Yea anyone?? Please?? We're really pretty!!!
29882,worry,its so hard to get mum to answer the phone!! happy mothers day to her anyways..
29883,neutral,"@capemaybooks woofers, I knew it was you"
29884,love,"I tripped over a rubbish bin at Warehouse Stationary just before. Not a great Mothers' Day so far, but I'm thinking it will improve"
29885,worry,About to embark on a large tour of bars for a project.  Hopefully I won't die from alcohol poisoning
29886,happiness,@ItsNeet Teehee..I know it too!
29887,neutral,Laying in bed texting. Good night ya'll
29888,worry,thinks tonight couldn't have gone more perfect.
29889,worry,@purplish08 hey! Sorry I didn't see ur message to me
29890,worry,"@GreeGreece oh wait your in Greece, I'm in the U.S of course you think differently"
29891,relief,Had a good end to a busy day and now I'm off to bed with a full belly of sushi
29892,neutral,is going to see the Hannah Montana movie!!...lol...what a dork huh?!
29893,neutral,@thedcsportspage That's what I told him.
29894,surprise,never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers)
29895,neutral,@corrykbythebay  Some peoples kids..
29896,love,Happy Mothers May to my Mak   Love you always! XOXO.
29897,surprise,@Java4Two TY very much for FF
29898,happiness,"@cestcassie Aw, that song makes me think of girl scouts."
29899,surprise,Yo somebody's mother just came to the club dresses like she's going straight to church after the club! I feel like I'm going to hell 4  @
29900,sadness,"@RebeccaNavarro @banditTA00 sorry, I'm back.. food was calling my name..lol..all is good here  and HI! , sorry I haven't said sooner lol"
29901,worry,Alix's graduation party!
29902,neutral,"i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent."
29903,neutral,@ZnaTrainer How are you today!?
29904,neutral,"@JaneEJohnson If y'all say so, I trust you on that one"
29905,happiness,@jonasbrothers http://twitpic.com/3bnas - oh my god! you're adorable! ilove you so much  you are my inspiration Nick!
29906,neutral,@jareason legit. Legit cruise.
29907,surprise,@Woahitssarah i believe that you are
29908,neutral,@kirstyyl Yes because I haven't worn jeans in ages
29909,worry,@lachrist5067 72-65 Cavs! The score is and was! LOL
29910,love,hubby is snoring!  but I still love him
29911,neutral,Back from NY...just ahead of the rain.
29912,happiness,@Deejai Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!
29913,love,what a wonderful day...i am going to sleep so well tonight
29914,neutral,@InnoLab Yes - it's an article I wrote on my blog a while ago.
29915,surprise,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!
29916,relief,@DavidArchie @Hatz94Music i just want to wish your mom a happy mothers day!
29917,anger,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
29918,happiness,About to venture forth to Turkey Creek &amp; fetch the boy after his post prom festivities. Hope he had fun
29919,happiness,http://twitpic.com/4w6lf - BBQ time again.
29920,sadness,Happy Mother's Day MM mums!!!! hope you all have a lovely day  #mamam
29921,neutral,Whoooooo I'm gettin' extra hours today    afterwards I'm gonna see if I can get some marigolds for my mum ^^
29922,love,@Carrie_King no worries. Miss you mucho
29923,relief,"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!"
29924,happiness,@nsharm75 thank you for reading Ohlala
29925,anger,@rockchick0125 yup!  Now I can join in on the nin access fun!
29926,worry,"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol."
29927,love,KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ
29928,love,My purple pusrse is pretty  someone tell Katie Holmes!
29929,worry,@lyracole P.S. The &quot;duh&quot; was directed towards myself...
29930,neutral,@tangokjewelry LOL!  Too true
29931,neutral,"@meesterbell yes, I do  but why did you change?"
29932,fun,@savagetaylor next year will be sweeet
29933,love,Happy Mother's day!  miss my mom so much... Always will be the best mom ever!
29934,happiness,Happy Mother's day
29935,surprise,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm
29936,love,@Mr_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...
29937,relief,"@MICHALL_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you"
29938,love,"@danielshockk coooooooool, yes, CIWWAF are awesome."
29939,worry,Just chillin at home
29940,happiness,celebrating being engaged for 1 year to the handsome @aaronmbaer!
29941,neutral,@amandavp yea.. I will    haha
29942,worry,@iGaia Nope!  She can travel all she wants when SHE can pay for it.
29943,worry,@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.
29944,fun,@farwyde quite all right. cock sounds better than clock coming from a female anyway
29945,worry,@brentleary what with the Force MD Tender love how could not love those guys
29946,neutral,@TheLonely ::Looks disappointed:: Cause I'm the Hug Princess. And I told you my cyber hugs tend to get violent.
29947,neutral,678 triple 98212
29948,happiness,haciendo mi primer app con Thin + Rack + some crazy stuff...
29949,neutral,@jayshake Internet radio thing for one of the many forums I am on
29950,relief,@staciemwhite Its over for them
29951,relief,A shower feels so refreshing after a long day at the fair
29952,love,@mtomsjr Thank u hun. Say the same to yours.  Good Night. LIQUID DREAMS
29953,fun,@ReelJPMorgan I'm tellin u. I'm pretty mean in the kitchen lolol they're yummy
29954,neutral,@packers4 That's interesting to know... thanks
29955,happiness,@eeeegads thank you
29956,love,@SolaiGWC *whew* Ok good.I really don't want that too happen. All my friends loved it. Can't wait to talk about it monday in class.
29957,love,@curtsmith Enjoy! Family trumps everything
29958,happiness,my mother is drunk grrrreat.. It's okay it's mothers week
29959,happiness,@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em
29960,happiness,"@marano2288 aww, thanks babe!  you and yours have plans for tomorrow?"
29961,worry,"@JennysMyName baha, i'm gonna have to find some!  i dont think we took any D: but i'm gonna find some!"
29962,neutral,Is back in sunny 95 degree weather though
29963,love,Just getting home from work...finally
29964,happiness,Woo hoo party over here. Its gonna be fun
29965,surprise,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?
29966,worry,so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!
29967,neutral,"@hatpak12 Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?"
29968,neutral,@Juan_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.
29969,worry,singing songs and filming movies  what i do best
29970,empty,@mitsougelinas oui ta soeur!!
29971,surprise,"@esmebella Kk, I just had 888 followers like a minute ago"
29972,worry,Hehe nah just doing this and watching Ace of Cakes with @jlsegarra while our 4-legged &quot;kids&quot; run around. Couldn't ask for more
29973,love,@ykitatequila OH YEAH &amp; U TOO  ALL 4 OF US hehe &lt;3
29974,worry,Speaking to my new tweeples.... getting acquainted with them... If you've never spoke to me.. Do so now
29975,happiness,listening to the best days of your life by kellie pickler
29976,happiness,Yaay congrats Shmolan on graduating  I'm proud of you!! Have fun! &lt;3
29977,fun,"just got home from Tillie's dance recital. lol, it was spectacular!"
29978,neutral,spent a few hours being a camera whore with palina
29979,love,Pub crawling through NE pdx
29980,neutral,@lillogs you should totally come get me and bring me to kelslaws house with you.
29981,happiness,I'm sooo HAPPY Demi's back on twitter!
29982,worry,"Excellent, excellent movie!  Star Trek, that is."
29983,worry,"@MeganWrappe Well, guess we just make a pretty great pair.  So, I don't think our birthday date is going to happen. :'("
29984,fun,@aprilcandy70  also check out @spiritjump and @hatsandhugs  2 other wonderful causes that need our help
29985,happiness,is thrilled prom went well
29986,fun,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd
29987,neutral,"@ThisIsRobThomas Good night, Rob. Sleep well. Safe travels tomorrow!"
29988,neutral,"@rahsheen alright, I'll let you slide on that one"
29989,love,@Brandi408 thank you!
29990,fun,finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!
29991,happiness,@twtboxdj  Thanks Mr. DJ!
29992,love,@Oprah Happy mother's day Oprah.  You're a mom to your girls too!
29993,neutral,Just finished watching He's Just Not That Into You.  Loved it.
29994,fun,Hanging with my cousin Jimmy then hopefully hanging with my friend
29995,happiness,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!
29996,sadness,With alex
29997,happiness,@fureousangel that is comedy  good luck my friend!
29998,fun,"stephs grad party gr8! shoved cake in her face, watchd sis bitch slap a boy, ate good food  satisfied"
29999,happiness,@jesfive SWEEEEET - San Fran is awesome!!!!  Love it there
30000,neutral,is hangin with the love of my life. Tessa McCravy!!
30001,worry,I've Got An Urge To Make Music Like Massively.. I'm Going To The Studio
30002,neutral,@lacrossehawty rofl uh huh
30003,worry,"@fankri haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)"
30004,love,@alyssaisntcool hahah  i loveeee him though.
30005,happiness,@bunnydrumming Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!
30006,worry,Watching Gross Point Blank.
30007,neutral,@elliottp I'll follow anyone who is a sticker for usage.
30008,love,@CChiron Dude you rock
30009,love,"@cassfern yes. and it was REALLY good. even though i am not into sci fi i loved it. &amp; haha, i know."
